DateTime,AddedIPs,RemovedIPs
1510474330,24,23
1510474517,106,499
1510475409,92,490
1510476522,11,25
1510478419,218,454
1510478718,42,0
1510479607,66,443
1510480350,16,20
1510480569,51,0
1510481408,42,386
1510482315,31,23
1510482649,56,0
1510483327,58,449
1510484207,30,27
1510484472,67,1
1510485013,57,268
1510486123,88,21
1510486927,64,319
1510488060,123,43
1510488920,72,362
1510489954,90,373
1510490708,68,125
1510491873,17,30
1510492517,110,245
1510495263,189,494
1510495807,41,254
1510497010,73,341
1510497151,26,29
1510497922,52,117
1510499058,22,41
1510499724,98,246
1510500640,68,335
1510500970,13,33
1510501779,80,90
1510502996,89,243
1510503907,71,0
1510504811,4,25
1510505107,80,525
1510506741,9,1479
1510506927,110,260
1510507837,80,342
1510508653,27,22
1510508722,50,113
1510510629,796,266
1510511437,54,0
1510512307,69,487
1510512494,20,31
1510514127,88,291
1510514429,19,34
1510515039,91,312
1510516351,12,29
1510516858,118,352
1510517724,48,0
1510518282,20,41
1510518608,52,350
1510519507,51,116
1510520185,23,30
1510521307,128,207
1510522100,16,38
1510522208,64,323
1510523107,71,92
1510524151,121,255
1510525188,93,0
1510525951,13,22
1510526522,0,32035
1510527870,31872,26
1510528207,75,180
1510529287,71,0
1510529821,34,22
1510530309,0,767
1510531908,49,26
1510532147,140,540
1510533016,69,304
1510533855,34,18
1510534932,857,260
1510535822,93,42
1510536642,57,281
1510537704,88,129
1510539635,157,250
1510541552,141,313
1510542908,161,614
1510543469,30,27
1510543808,66,363
1510544707,49,0
1510545374,43,14
1510546507,0,29993
1510547416,29657,23
1510548307,52,238
1510549238,49,38
1510550112,104,250
1510550707,88,0
1510551138,21,21
1510551909,96,788
1510552568,57,1
1510553062,578,0
1510553408,44,288
1510554607,86,330
1510554997,27,30
1510555327,321,58
1510555510,0,256
1510556166,62,0
1510556906,19,30
1510557008,55,114
1510558828,42,23
1510558930,117,145
1510560737,32,36
1510560922,105,166
1510561686,73,1
1510562708,112,219
1510563872,68,98
1510564588,16,33
1510565437,87,1
1510566513,72,36
1510567569,199,276
1510568416,27,21
1510569032,57,0
1510570355,142,190
1510570667,68,1
1510571724,75,115
1510572271,26,21
1510573328,117,155
1510574182,26,17
1510575323,148,102
1510576103,82,25
1510576927,93,143
1510578111,126,39
1510578952,81,146
1510581441,136,187
1510582209,104,79
1510583413,119,154
1510584126,48,35
1510585246,124,44
1510585807,57,100
1510587153,92,19
1510587727,79,188
1510589085,107,24
1510589648,84,119
1510590710,86,107
1510591034,40,21
1510591327,51,45
1510592452,90,2450
1510592910,33,1095
1510593329,256,0
1510594230,98,1
1510594815,27,18
1510595552,234,5276
1510596764,634,67
1510597807,86,112
1510598658,24,27
1510599585,126,104
1510600606,80,20
1510602514,144,408
1510602941,56,0
1510604047,70,214
1510604440,25,27
1510605007,54,222
1510606355,83,94
1510606859,51,170
1510607754,75,0
1510608518,26,25
1510608606,146,0
1510609507,73,383
1510610443,58,44
1510611308,134,255
1510612364,59,29
1510613132,85,524
1510614260,91,378
1510614910,68,0
1510615816,63,529
1510616405,26,27
1510616709,77,204
1510617367,61,0
1510618527,111,479
1510619407,85,684
1510620492,99,272
1510620967,58,0
1510621807,1574,1505
1510622423,25,14
1510622886,73,0
1510623021,255,0
1510624343,17,23
1510625708,188,412
1510626272,27,21
1510626618,70,253
1510627212,68,152
1510628170,22,29
1510629006,142,97
1510630207,100,141
1510631106,63,58
1510632022,83,25
1510633687,145,71
1510633946,25,7
1510634526,311,154
1510635859,23,11
1510636510,99,75
1510637407,85,94
1510637772,19,16
1510638128,56,43
1510639191,86,59
1510639695,472,0
1510640110,68,11
1510641031,69,1
1510641620,28,25
1510641727,60,125
1510643541,17,19
1510643720,133,88
1510644645,0,17170
1510645452,39,28
1510645507,16932,0
1510647383,131,122
1510648207,75,147
1510649296,90,49
1510650059,87,74
1510650918,64,1
1510651458,36,24
1510651843,79,99
1510652707,89,40
1510653369,22,14
1510654446,0,17012
1510655292,32,33
1510656856,17143,0
1510657220,37,44
1510658123,78,96
1510659008,166,128
1510659132,30,26
1510659913,97,47
1510660566,55,1
1510661655,115,81
1510662973,68,40
1510663807,184,123
1510664894,106,113
1510666885,180,144
1510668606,180,114
1510668738,23,22
1510669808,81,118
1510670672,31,28
1510670712,66,0
1510672579,93,160
1510672806,67,1
1510673617,70,122
1510674518,20,11
1510675479,57,49
1510676429,136,121
1510677052,165,128
1510678363,280,8
1510678993,290,380
1510680007,145,0
1510680266,11,1279
1510681327,176,158
1510682198,13,32
1510682611,78,71
1510683310,101,9
1510684119,677,0
1510685112,97,103
1510686146,28,57
1510686911,146,122
1510688186,111,149
1510688527,77,38
1510690356,115,148
1510690509,46,0
1510692393,121,149
1510692761,61,0
1510693807,0,18853
1510694501,19,27
1510695060,18718,0
1510695911,68,52
1510696325,27,21
1510697406,104,102
1510698269,8,31
1510698487,70,0
1510699506,72,139
1510700187,10,47
1510700702,86,126
1510701310,43,0
1510702121,27,22
1510702205,109,113
1510703355,85,47
1510704043,25,51
1510704606,1373,78
1510705686,104,0
1510706199,9,23
1510706527,69,120
1510707173,254,765
1510708105,14,25
1510708207,137,139
1510708510,0,256
1510709453,55,0
1510710037,10,22
1510710665,336,197
1510711953,150,119
1510712887,82,0
1510713882,10,29
1510714680,256,0
1510715796,198,260
1510717327,165,154
1510717720,12,30
1510718483,82,90
1510719633,76,29
1510720207,45,157
1510721561,71,44
1510722050,88,147
1510722847,67,1
1510723473,7,35
1510723687,57,0
1510724711,73,155
1510725394,10,31
1510725881,85,83
1510726709,51,0
1510727297,672,0
1510727707,70,95
1510728127,38,0
1510729242,91,59
1510729806,72,128
1510731206,13,39
1510731307,91,112
1510732418,86,40
1510733071,16,36
1510733407,70,84
1510734621,89,143
1510734988,14,30
1510735327,54,0
1510736449,70,179
1510736923,16,17
1510737313,64,1
1510738087,59,0
1510738829,21,21
1510738928,70,197
1510740054,82,1
1510740746,98,141
1510742703,29,18870
1510743176,766,0
1510744206,18802,0
1510744633,27,28
1510745174,78,1
