DateTime,Entries,UniqueIPs
1510659905,81299,9405480
1510660504,81308,9405488
1510661071,81300,9405480
1510661407,81286,9405466
1510662007,81288,9405467
1510662606,81256,9405435
1510662972,81253,9405432
1510663204,81253,9405431
1510663804,81287,9405465
1510664404,81292,9405470
1510664893,81288,9405467
1510666886,81333,9405514
1510667111,81285,9405465
1510667704,81277,9405457
1510668304,81285,9405465
1510668737,81283,9405462
1510668905,81323,9405500
1510669506,81309,9405487
1510669929,81311,9405489
1510670106,81261,9405438
1510670706,81248,9405425
1510671013,81168,9405335
1510671606,81154,9405317
1510672204,81142,9405303
1510672804,81130,9405288
1510673408,81079,9405236
1510674521,81085,9405241
1510674605,81070,9405225
1510675205,81092,9405247
1510675806,81144,9405301
1510676428,81132,9405290
1510677004,81156,9405314
1510677606,66785,9390699
1510678362,81129,9405286
1510678806,81101,9405255
1510679444,80770,9404919
1510680265,80735,9404882
1510680603,80797,9404944
1510681204,80812,9404959
1510681450,80839,9404987
1510682197,80804,9404951
1510682405,80820,9404966
1510683011,80754,9404895
1510683604,80748,9404889
1510684118,80749,9404890
1510684204,80736,9404877
1510684804,80733,9404873
1510685404,80755,9404896
1510686144,80854,9404995
1510686904,80731,9404869
1510688185,80702,9404840
1510688705,80698,9404834
1510690355,80672,9404808
1510690505,80665,9404638
1510691104,80660,9404634
1510692392,80648,9404615
1510692905,80711,9404679
1510693504,80753,9404721
1510694500,80794,9404762
1510695305,80888,9404858
1510696107,80905,9404875
1510696504,80947,9404917
1510697104,80932,9404902
1510697711,80850,9404815
1510698268,80847,9404812
1510698305,80826,9404791
1510698906,80819,9404784
1510699506,80800,9404766
1510700186,80844,9404809
1510700705,80836,9404801
1510701305,80829,9404794
1510702120,80872,9404836
1510702505,80860,9404824
1510703106,80862,9404826
1510704042,80896,9404861
1510704306,80982,9404948
1510704905,81027,9404992
1510705505,81013,9404978
1510706198,81073,9405037
1510706704,81075,9405038
1510707305,81098,9405060
1510708104,81084,9405047
1510708504,81104,9405066
1510709411,81021,9404973
1510710036,81030,9404981
1510710739,81047,9404998
1510711207,81041,9404992
1510711952,81102,9405053
1510712403,81077,9405028
1510713005,81096,9405046
1510713881,81089,9405039
1510714203,81077,9405027
1510714804,81073,9405021
1510715794,81060,9405009
1510716304,81065,9405013
1510716904,81076,9405024
1510717719,81046,9404995
1510718104,81024,9404973
1510718705,81029,9404978
1510719632,80994,9404944
1510719905,81017,9404967
1510720208,80994,9404944
1510720804,80991,9404941
1510721560,80996,9404946
1510722005,80906,9404847
1510722605,80893,9404834
1510723472,80888,9404833
1510723804,80872,9404813
1510724406,80840,9404780
1510725393,80849,9404789
1510725605,80838,9404778
1510726209,80770,9404704
1510726804,80779,9404713
1510727406,80750,9404684
1510728006,80753,9404687
1510728604,80762,9404696
1510729204,80738,9404672
1510729803,80753,9404687
1510730108,80708,9404642
1510731205,80673,9404607
1510731303,80726,9404660
1510731907,80715,9404648
1510732504,80709,9404642
1510733070,80705,9404637
1510733104,80726,9404658
1510733704,80719,9404652
1510734304,80715,9404648
1510734986,80718,9404651
1510735204,80704,9404637
1510735804,80695,9404630
1510736106,80716,9404651
1510736922,80699,9404630
1510737305,80730,9404661
1510737905,80730,9404661
1510738828,80751,9404681
1510739106,80722,9404652
1510739706,80747,9404679
1510740257,80769,9404701
1510740306,80751,9404684
1510740745,80752,9404684
1510742406,80730,9404661
1510743007,84170,9408166
1510743605,84179,9408175
1510744206,84144,9408140
1510744632,84152,9408149
1510744804,84149,9408146
